Player_ID,Player_Name,Weight_W,Role,Cluster_ID
674,高梨雄平,-0.39744186,投手,
675,高橋周平,1.0232772,打者,1.0
676,高橋奎二,0.66383857,投手,
677,高橋昂也,1.7419088,投手,
678,高橋礼,0.8278966,投手,
679,高田孝一,0.6770996,投手,
680,高野脩汰,-0.44022563,投手,
681,髙太一,0.814027,投手,
682,髙島泰都,1.9832425,投手,
683,髙松渡,-1.0211964,打者,2.0
684,髙橋光成,0.21013689,投手,
685,髙橋宏斗,-0.78604394,投手,
686,髙橋遥人,-1.387499,投手,
687,髙部瑛斗,0.93792933,打者,0.0
688,鵜飼航丞,-0.12175649,打者,1.0
689,黒原拓未,-1.1895972,投手,
690,黒川史陽,-0.21354702,打者,2.0
691,黒木優太,-1.5077173,投手,
692,齋藤友貴哉,0.1757773,投手,
693,齋藤綱記,0.036218222,投手,
694,齋藤響介,-1.5432204,投手,
695,龍空,0.24382126,打者,1.0
696,Ｔ－岡田,0.40910444,打者,1.0
