Game_ID,Team,Opponent,Order_1,Order_2,Order_3,Order_4,Order_5,Order_6,Order_7,Order_8,Order_9
cl2025073001,ＤｅＮＡ,ヤクルト,桑原,京田,佐野,牧,フォード,蝦名,三森,松尾,バウアー
cl2025073002,巨人,中日,丸,佐々木,泉口,キャベッジ,岸田,増田陸,リチャード,門脇,戸郷
cl2025073002,中日,巨人,岡林,田中,上林,細川,ボスラー,板山,石伊,村松,柳
cl2025073003,広島,阪神,秋山,羽月,小園,ファビアン,坂倉,末包,矢野,林,大瀬良
cl2025073003,阪神,広島,近本,中野,森下,佐藤輝,大山,小幡,坂本,高寺,村上
cl2025073101,ヤクルト,ＤｅＮＡ,岩田,赤羽,内山,村上,オスナ,沢井,中村悠,伊藤,中村優
cl2025073101,ＤｅＮＡ,ヤクルト,桑原,京田,佐野,牧,フォード,戸柱,蝦名,林,平良
cl2025073102,巨人,中日,丸,佐々木,泉口,キャベッジ,増田陸,リチャード,甲斐,門脇,井上
cl2025073102,中日,巨人,岡林,田中,ボスラー,細川,チェイビス,上林,山本,石伊,金丸
cl2025073103,広島,阪神,秋山,ファビアン,小園,末包,坂倉,モンテロ,菊池,矢野,森
cl2025073103,阪神,広島,近本,中野,森下,佐藤輝,大山,中川,栄枝,熊谷,伊原
cl2025080101,ＤｅＮＡ,巨人,桑原,京田,佐野,フォード,宮崎,山本,蝦名,林,ジャクソン
cl2025080101,巨人,ＤｅＮＡ,丸,佐々木,泉口,キャベッジ,増田陸,中山,リチャード,甲斐,山崎
cl2025080102,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,小幡,坂本,熊谷,伊藤将
cl2025080102,ヤクルト,阪神,岩田,赤羽,内山,村上,オスナ,太田,古賀,長岡,高梨
cl2025080103,中日,広島,岡林,辻本,ボスラー,細川,チェイビス,上林,山本,石伊,マラー
cl2025080103,広島,中日,羽月,ファビアン,小園,末包,坂倉,モンテロ,大盛,矢野,高
cl2025080201,ＤｅＮＡ,巨人,桑原,京田,佐野,宮崎,山本,ビシエド,蝦名,林,ケイ
cl2025080201,巨人,ＤｅＮＡ,丸,佐々木,増田陸,キャベッジ,岸田,リチャード,泉口,門脇,グリフィン
cl2025080202,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,小幡,坂本,高寺,才木
cl2025080202,ヤクルト,阪神,岩田,赤羽,内山,村上,オスナ,太田,古賀,長岡,吉村
cl2025080203,中日,広島,岡林,田中,上林,細川,ボスラー,チェイビス,山本,加藤匠,高橋宏
cl2025080203,広島,中日,羽月,ファビアン,小園,末包,坂倉,モンテロ,秋山,矢野,森下
cl2025080301,ＤｅＮＡ,巨人,桑原,京田,佐野,宮崎,戸柱,ビシエド,関根,林,石田裕
cl2025080301,巨人,ＤｅＮＡ,丸,佐々木,増田陸,キャベッジ,岸田,リチャード,泉口,門脇,赤星
cl2025080302,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,小幡,高寺,梅野,ビーズリー
cl2025080302,ヤクルト,阪神,太田,岩田,内山,村上,オスナ,長岡,赤羽,中村悠,奥川
cl2025080303,中日,広島,岡林,田中,上林,細川,ボスラー,チェイビス,石伊,土田,松葉
cl2025080303,広島,中日,久保,ファビアン,小園,末包,坂倉,モンテロ,菊池,矢野,遠藤
cl2025080501,ヤクルト,巨人,岩田,赤羽,内山,村上,オスナ,山田,長岡,古賀,ランバート
cl2025080501,巨人,ヤクルト,丸,泉口,若林,キャベッジ,岸田,坂本,リチャード,門脇,戸郷
cl2025080502,広島,ＤｅＮＡ,中村奨,ファビアン,小園,末包,坂倉,モンテロ,羽月,二俣,床田
cl2025080502,ＤｅＮＡ,広島,桑原,京田,佐野,宮崎,オースティン,蝦名,松尾,林,バウアー
cl2025080503,阪神,中日,近本,中野,森下,佐藤輝,大山,小幡,坂本,熊谷,高橋
cl2025080503,中日,阪神,岡林,田中,上林,細川,ボスラー,チェイビス,山本,石伊,大野
cl2025080601,ヤクルト,巨人,赤羽,岩田,内山,村上,オスナ,山田,古賀,伊藤,アビラ
cl2025080601,巨人,ヤクルト,丸,佐々木,泉口,キャベッジ,岸田,大城卓,リチャード,門脇,森田
cl2025080602,広島,ＤｅＮＡ,中村奨,ファビアン,小園,末包,坂倉,モンテロ,菊池,二俣,大瀬良
cl2025080602,ＤｅＮＡ,広島,三森,京田,佐野,オースティン,蝦名,山本,梶原,林,東
cl2025080603,阪神,中日,近本,中野,森下,佐藤輝,大山,高寺,坂本,熊谷,村上
cl2025080603,中日,阪神,上林,田中,岡林,細川,ボスラー,チェイビス,石伊,山本,柳
cl2025080701,ヤクルト,巨人,太田,岩田,内山,村上,オスナ,北村恵,長岡,中村悠,石川
cl2025080701,巨人,ヤクルト,丸,若林,泉口,キャベッジ,岸田,坂本,リチャード,増田大,田中将
cl2025080702,広島,ＤｅＮＡ,羽月,ファビアン,小園,末包,坂倉,中村奨,モンテロ,菊池,森
cl2025080702,ＤｅＮＡ,広島,梶原,蝦名,佐野,宮崎,ビシエド,山本,京田,林,吉野
cl2025080703,阪神,中日,近本,中野,森下,佐藤輝,中川,ヘルナンデス,坂本,熊谷,伊原
cl2025080703,中日,阪神,ブライト,田中,岡林,細川,ボスラー,チェイビス,山本,加藤匠,金丸
cl2025080801,巨人,ＤｅＮＡ,丸,佐々木,泉口,キャベッジ,甲斐,中山,リチャード,門脇,山崎
cl2025080801,ＤｅＮＡ,巨人,桑原,蝦名,佐野,宮崎,オースティン,山本,林,京田,ジャクソン
cl2025080802,広島,中日,中村奨,矢野,ファビアン,末包,坂倉,モンテロ,二俣,前川,高
cl2025080802,中日,広島,ブライト,田中,岡林,細川,ボスラー,チェイビス,石伊,山本,マラー
cl2025080803,ヤクルト,阪神,太田,赤羽,内山,村上,オスナ,古賀,山田,長岡,高梨
cl2025080803,阪神,ヤクルト,近本,中野,中川,佐藤輝,大山,小幡,坂本,島田,伊藤将
cl2025080901,巨人,ＤｅＮＡ,丸,佐々木,泉口,キャベッジ,岸田,増田陸,リチャード,門脇,又木
cl2025080901,ＤｅＮＡ,巨人,梶原,蝦名,佐野,宮崎,ビシエド,山本,林,京田,ケイ
cl2025080902,広島,中日,大盛,羽月,野間,坂倉,秋山,前川,モンテロ,矢野,森下
cl2025080902,中日,広島,上林,田中,岡林,細川,ボスラー,チェイビス,土田,加藤匠,高橋宏
cl2025080903,ヤクルト,阪神,太田,長岡,内山,村上,オスナ,山田,中村悠,岩田,吉村
cl2025080903,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,小幡,坂本,高寺,デュプランティエ
cl2025081002,広島,中日,中村奨,前川,ファビアン,末包,坂倉,菊池,モンテロ,二俣,玉村
cl2025081002,中日,広島,ブライト,田中,岡林,細川,ボスラー,チェイビス,石伊,山本,松葉
cl2025081003,ヤクルト,阪神,太田,長岡,内山,村上,オスナ,山田,中村悠,丸山和,奥川
cl2025081003,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,才木
cl2025081101,中日,巨人,上林,田中,ボスラー,細川,チェイビス,石伊,岡林,山本,メヒア
cl2025081101,巨人,中日,丸,佐々木,泉口,キャベッジ,岸田,大城卓,リチャード,門脇,戸郷
cl2025081102,ＤｅＮＡ,ヤクルト,桑原,蝦名,佐野,オースティン,宮崎,山本,林,京田,平良
cl2025081102,ヤクルト,ＤｅＮＡ,太田,岩田,内山,村上,オスナ,山田,中村悠,伊藤,小川
cl2025081201,中日,巨人,ブライト,田中,ボスラー,細川,チェイビス,石伊,岡林,山本,大野
cl2025081201,巨人,中日,丸,佐々木,泉口,キャベッジ,岸田,坂本,リチャード,門脇,森田
cl2025081202,ＤｅＮＡ,ヤクルト,梶原,蝦名,佐野,宮崎,戸柱,フォード,林,京田,石田裕
cl2025081202,ヤクルト,ＤｅＮＡ,太田,岩田,内山,村上,北村恵,長岡,古賀,赤羽,ランバート
cl2025081203,阪神,広島,近本,熊谷,森下,前川,大山,木浪,坂本,植田,大竹
cl2025081203,広島,阪神,中村奨,ファビアン,小園,末包,モンテロ,菊池,佐々木,石原,床田
cl2025081301,中日,巨人,岡林,山本,上林,細川,ボスラー,石伊,チェイビス,柳,土田
cl2025081301,巨人,中日,丸,佐々木,泉口,キャベッジ,岸田,中山,リチャード,門脇,田中将
cl2025081302,ＤｅＮＡ,ヤクルト,蝦名,林,佐野,オースティン,山本,梶原,三森,京田,東
cl2025081302,ヤクルト,ＤｅＮＡ,太田,長岡,内山,村上,北村恵,山田,古賀,岩田,アビラ
cl2025081303,阪神,広島,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,高橋
cl2025081303,広島,阪神,中村奨,ファビアン,小園,末包,モンテロ,前川,佐々木,石原,大瀬良
cl2025081501,阪神,巨人,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,伊藤将
cl2025081501,巨人,阪神,丸,佐々木,泉口,キャベッジ,甲斐,増田陸,リチャード,門脇,山崎
cl2025081502,ＤｅＮＡ,中日,蝦名,桑原,佐野,オースティン,宮崎,山本,林,京田,ジャクソン
cl2025081502,中日,ＤｅＮＡ,岡林,田中,上林,細川,ボスラー,チェイビス,山本,石伊,金丸
cl2025081503,ヤクルト,広島,太田,伊藤,内山,村上,オスナ,山田,古賀,岩田,高梨
cl2025081503,広島,ヤクルト,中村奨,ファビアン,小園,末包,坂倉,モンテロ,佐々木,前川,森
cl2025081601,阪神,巨人,近本,中野,森下,佐藤輝,大山,小幡,中川,坂本,村上
cl2025081601,巨人,阪神,丸,ヘルナンデス,泉口,岡本,キャベッジ,中山,リチャード,甲斐,井上
cl2025081602,ＤｅＮＡ,中日,蝦名,桑原,佐野,オースティン,宮崎,山本,林,京田,竹田
cl2025081602,中日,ＤｅＮＡ,岡林,田中,上林,細川,ボスラー,チェイビス,山本,加藤匠,高橋宏
cl2025081603,ヤクルト,広島,太田,長岡,内山,村上,オスナ,山田,中村悠,岩田,吉村
cl2025081603,広島,ヤクルト,秋山,中村奨,小園,末包,坂倉,モンテロ,佐々木,菊池,森下
cl2025081701,阪神,巨人,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,才木
cl2025081701,巨人,阪神,丸,若林,泉口,岡本,キャベッジ,岸田,大城卓,中山,赤星
cl2025081702,ＤｅＮＡ,中日,蝦名,桑原,佐野,宮崎,ビシエド,戸柱,林,京田,藤浪
cl2025081702,中日,ＤｅＮＡ,岡林,樋口,上林,ボスラー,板山,駿太,宇佐見,松葉,土田
cl2025081703,ヤクルト,広島,太田,長岡,内山,村上,オスナ,山田,古賀,赤羽,奥川
cl2025081703,広島,ヤクルト,中村奨,ファビアン,小園,末包,坂倉,モンテロ,佐々木,菊池,遠藤
cl2025081901,巨人,ヤクルト,泉口,キャベッジ,丸,岡本,岸田,中山,リチャード,佐々木,戸郷
cl2025081901,ヤクルト,巨人,太田,長岡,内山,村上,オスナ,山田,古賀,赤羽,ランバート
cl2025081902,広島,ＤｅＮＡ,中村奨,ファビアン,小園,末包,坂倉,モンテロ,菊池,佐々木,床田
cl2025081902,ＤｅＮＡ,広島,蝦名,桑原,佐野,オースティン,宮崎,山本,林,京田,平良
cl2025081903,中日,阪神,上林,板山,岡林,細川,ボスラー,チェイビス,山本,石伊,マラー
cl2025081903,阪神,中日,熊谷,中野,森下,佐藤輝,大山,中川,栄枝,井坪,ビーズリー
cl2025082001,巨人,ヤクルト,泉口,キャベッジ,丸,岡本,岸田,中山,リチャード,佐々木,森田
cl2025082001,ヤクルト,巨人,増田,伊藤,内山,村上,オスナ,山田,古賀,岩田,アビラ
cl2025082002,広島,ＤｅＮＡ,中村奨,ファビアン,小園,末包,坂倉,モンテロ,菊池,佐々木,大瀬良
cl2025082002,ＤｅＮＡ,広島,蝦名,林,佐野,オースティン,山本,梶原,三森,京田,東
cl2025082003,中日,阪神,ブライト,田中,岡林,細川,ボスラー,チェイビス,山本,石伊,大野
cl2025082003,阪神,中日,近本,中野,森下,佐藤輝,大山,中川,坂本,熊谷,伊原
cl2025082101,巨人,ヤクルト,泉口,佐々木,丸,岡本,岸田,中山,リチャード,若林,田中将
cl2025082101,ヤクルト,巨人,増田,長岡,内山,村上,オスナ,山田,岩田,中村悠,石川
cl2025082102,広島,ＤｅＮＡ,中村奨,ファビアン,小園,モンテロ,坂倉,羽月,大盛,佐々木,高
cl2025082102,ＤｅＮＡ,広島,蝦名,桑原,佐野,宮崎,山本,ビシエド,林,京田,バウアー
cl2025082201,ＤｅＮＡ,巨人,蝦名,桑原,佐野,オースティン,宮崎,山本,林,三森,ジャクソン
cl2025082201,巨人,ＤｅＮＡ,泉口,佐々木,丸,岡本,吉川,中山,リチャード,甲斐,横川
cl2025082202,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,高寺,坂本,熊谷,高橋
cl2025082202,ヤクルト,阪神,増田,伊藤,内山,村上,オスナ,山田,古賀,岩田,高梨
cl2025082203,中日,広島,上林,田中,岡林,細川,ボスラー,山本,チェイビス,石伊,柳
cl2025082203,広島,中日,中村奨,ファビアン,小園,モンテロ,坂倉,羽月,秋山,佐々木,森
cl2025082301,ＤｅＮＡ,巨人,蝦名,桑原,ビシエド,宮崎,戸柱,佐野,林,石上,石田裕
cl2025082301,巨人,ＤｅＮＡ,泉口,若林,中山,岡本,吉川,リチャード,浅野,甲斐,井上
cl2025082302,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,井坪,坂本,熊谷,伊藤将
cl2025082302,ヤクルト,阪神,太田,岩田,内山,村上,オスナ,山田,古賀,伊藤,山野
cl2025082303,中日,広島,岡林,樋口,上林,細川,ボスラー,山本,チェイビス,加藤匠,高橋宏
cl2025082303,広島,中日,中村奨,ファビアン,小園,モンテロ,坂倉,羽月,大盛,佐々木,森下
cl2025082401,ＤｅＮＡ,巨人,蝦名,桑原,宮崎,オースティン,筒香,山本,林,京田,竹田
cl2025082401,巨人,ＤｅＮＡ,泉口,佐々木,丸,岡本,吉川,中山,岸田,リチャード,赤星
cl2025082402,阪神,ヤクルト,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,才木
cl2025082402,ヤクルト,阪神,太田,長岡,内山,村上,オスナ,山田,古賀,丸山和,奥川
cl2025082403,中日,広島,岡林,田中,ブライト,細川,ボスラー,山本,チェイビス,石伊,金丸
cl2025082403,広島,中日,中村奨,前川,ファビアン,モンテロ,末包,菊池,佐々木,石原,常広
cl2025082601,阪神,ＤｅＮＡ,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,村上
cl2025082601,ＤｅＮＡ,阪神,蝦名,桑原,佐野,宮崎,筒香,山本,林,京田,ケイ
cl2025082602,ヤクルト,中日,太田,赤羽,内山,村上,オスナ,北村恵,長岡,中村悠,小川
cl2025082602,中日,ヤクルト,岡林,田中,上林,細川,ボスラー,山本,チェイビス,石伊,マラー
cl2025082603,巨人,広島,泉口,浅野,丸,岡本,吉川,中山,リチャード,岸田,戸郷
cl2025082603,広島,巨人,中村奨,ファビアン,小園,モンテロ,末包,羽月,坂倉,佐々木,床田
cl2025082701,阪神,ＤｅＮＡ,近本,中野,森下,佐藤輝,大山,熊谷,豊田,梅野,早川
cl2025082701,ＤｅＮＡ,阪神,蝦名,桑原,筒香,オースティン,佐野,山本,林,石上,東
cl2025082702,ヤクルト,中日,太田,西川,内山,村上,オスナ,北村恵,長岡,古賀,ランバート
cl2025082702,中日,ヤクルト,岡林,田中,ブライト,細川,ボスラー,山本,チェイビス,石伊,大野
cl2025082703,巨人,広島,泉口,浅野,中山,岡本,キャベッジ,リチャード,吉川,岸田,森田
cl2025082703,広島,巨人,中村奨,ファビアン,小園,モンテロ,末包,菊池,佐々木,会沢,大瀬良
cl2025082801,阪神,ＤｅＮＡ,中野,熊谷,森下,佐藤輝,大山,小幡,梅野,高寺,伊原
cl2025082801,ＤｅＮＡ,阪神,蝦名,桑原,筒香,オースティン,宮崎,松尾,知野,石上,森唯
cl2025082802,ヤクルト,中日,太田,長岡,内山,村上,オスナ,北村恵,西川,中村悠,吉村
cl2025082802,中日,ヤクルト,岡林,田中,上林,細川,ボスラー,山本,チェイビス,石伊,仲地
cl2025082803,巨人,広島,丸,吉川,泉口,岡本,キャベッジ,岸田,リチャード,中山,田中将
cl2025082803,広島,巨人,中村奨,ファビアン,小園,モンテロ,末包,坂倉,菊池,佐々木,高
cl2025082901,広島,ヤクルト,中村奨,ファビアン,小園,モンテロ,末包,羽月,坂倉,佐々木,森
cl2025082901,ヤクルト,広島,太田,浜田,内山,村上,オスナ,古賀,北村拓,伊藤,高梨
cl2025082902,中日,ＤｅＮＡ,岡林,田中,上林,細川,ボスラー,山本,チェイビス,石伊,柳
cl2025082902,ＤｅＮＡ,中日,蝦名,桑原,筒香,オースティン,宮崎,山本,知野,石上,ジャクソン
cl2025082903,巨人,阪神,丸,吉川,泉口,岡本,岸田,キャベッジ,リチャード,若林,山崎
cl2025082903,阪神,巨人,近本,中野,森下,佐藤輝,大山,熊谷,坂本,高寺,大竹
cl2025083001,広島,ヤクルト,中村奨,ファビアン,小園,モンテロ,末包,菊池,坂倉,佐々木,高橋
cl2025083001,ヤクルト,広島,浜田,長岡,内山,村上,オスナ,太田,北村恵,古賀,山野
cl2025083002,中日,ＤｅＮＡ,岡林,田中,上林,細川,ボスラー,山本,チェイビス,加藤匠,高橋宏
cl2025083002,ＤｅＮＡ,中日,蝦名,桑原,筒香,宮崎,佐野,戸柱,林,京田,石田裕
cl2025083003,巨人,阪神,丸,泉口,岡本,岸田,キャベッジ,吉川,リチャード,オコエ,井上
cl2025083003,阪神,巨人,近本,中野,森下,佐藤輝,大山,熊谷,小幡,坂本,高橋
cl2025083101,広島,ヤクルト,中村奨,羽月,小園,モンテロ,坂倉,菊池,末包,大盛,常広
cl2025083101,ヤクルト,広島,浜田,長岡,太田,村上,オスナ,北村恵,古賀,岩田,下川
cl2025083102,中日,ＤｅＮＡ,岡林,樋口,上林,ボスラー,板山,大島,ロドリゲス,宇佐見,松葉
cl2025083102,ＤｅＮＡ,中日,蝦名,度会,筒香,オースティン,佐野,松尾,知野,林,藤浪
cl2025083103,巨人,阪神,丸,泉口,岡本,岸田,吉川,中山,リチャード,若林,横川
cl2025083103,阪神,巨人,近本,中野,森下,佐藤輝,大山,熊谷,小野寺,坂本,才木
cl2025090201,ヤクルト,巨人,浜田,長岡,内山,村上,オスナ,北村恵,古賀,岩田,奥川
cl2025090201,巨人,ヤクルト,キャベッジ,泉口,岡本,岸田,吉川,中山,リチャード,若林,戸郷
cl2025090202,阪神,中日,近本,植田,森下,佐藤輝,大山,熊谷,小野寺,坂本,村上
cl2025090202,中日,阪神,岡林,田中,上林,細川,ボスラー,山本,チェイビス,加藤匠,マラー
cl2025090203,ＤｅＮＡ,広島,蝦名,桑原,佐野,オースティン,宮崎,山本,知野,林,ケイ
cl2025090203,広島,ＤｅＮＡ,中村奨,ファビアン,小園,モンテロ,末包,菊池,坂倉,佐々木,床田
cl2025090301,ヤクルト,巨人,浜田,長岡,内山,村上,オスナ,北村恵,古賀,岩田,ランバート
cl2025090301,巨人,ヤクルト,丸,若林,泉口,岡本,岸田,中山,リチャード,吉川,森田
cl2025090302,阪神,中日,中野,熊谷,森下,佐藤輝,大山,小野寺,中川,坂本,伊藤将
cl2025090302,中日,阪神,岡林,田中,上林,細川,ボスラー,山本,石川昂,石伊,大野
cl2025090303,ＤｅＮＡ,広島,蝦名,桑原,筒香,オースティン,佐野,山本,林,京田,東
cl2025090303,広島,ＤｅＮＡ,中村奨,ファビアン,小園,モンテロ,末包,菊池,佐々木,会沢,大瀬良
cl2025090401,ヤクルト,巨人,浜田,長岡,内山,村上,オスナ,北村恵,中村悠,岩田,吉村
cl2025090401,巨人,ヤクルト,丸,若林,泉口,岡本,岸田,中山,リチャード,吉川,又木
cl2025090402,阪神,中日,近本,中野,森下,佐藤輝,大山,熊谷,高寺,梅野,ネルソン
cl2025090402,中日,阪神,岡林,田中,上林,細川,ボスラー,山本,チェイビス,石伊,涌井
cl2025090403,ＤｅＮＡ,広島,蝦名,桑原,筒香,ビシエド,佐野,松尾,知野,林,平良
cl2025090403,広島,ＤｅＮＡ,中村奨,ファビアン,小園,モンテロ,末包,菊池,坂倉,佐々木,高
cl2025090501,ヤクルト,ＤｅＮＡ,浜田,長岡,内山,村上,オスナ,山田,古賀,岩田,高梨
cl2025090501,ＤｅＮＡ,ヤクルト,蝦名,桑原,佐野,筒香,山本,度会,知野,林,ジャクソン
cl2025090502,巨人,中日,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,吉川,山崎
cl2025090502,中日,巨人,岡林,福永,上林,細川,ボスラー,山本,ロドリゲス,石伊,柳
cl2025090503,広島,阪神,中村奨,ファビアン,小園,モンテロ,末包,菊池,坂倉,佐々木,森
cl2025090503,阪神,広島,近本,中野,森下,佐藤輝,大山,熊谷,木浪,坂本,大竹
cl2025090601,ヤクルト,ＤｅＮＡ,浜田,岩田,内山,村上,オスナ,山田,古賀,伊藤,山野
cl2025090601,ＤｅＮＡ,ヤクルト,蝦名,桑原,筒香,オースティン,佐野,山本,知野,林,竹田
cl2025090602,巨人,中日,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,吉川,井上
cl2025090602,中日,巨人,岡林,田中,上林,細川,ボスラー,山本,チェイビス,加藤匠,高橋宏
cl2025090603,広島,阪神,中村奨,ファビアン,小園,モンテロ,末包,菊池,佐々木,石原,常広
cl2025090603,阪神,広島,近本,中野,森下,佐藤輝,大山,高寺,坂本,小幡,門別
cl2025090701,ヤクルト,ＤｅＮＡ,浜田,岩田,内山,村上,オスナ,長岡,北村恵,中村悠,小川
cl2025090701,ＤｅＮＡ,ヤクルト,蝦名,桑原,筒香,ビシエド,佐野,松尾,林,京田,藤浪
cl2025090702,巨人,中日,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,吉川,横川
cl2025090702,中日,巨人,ブライト,田中,岡林,細川,ボスラー,福永,山本,石伊,松葉
cl2025090703,広島,阪神,中村奨,ファビアン,羽月,小園,モンテロ,秋山,佐々木,石原,アドゥワ
cl2025090703,阪神,広島,近本,中野,森下,佐藤輝,大山,木浪,高寺,坂本,才木
cl2025090901,広島,巨人,中村奨,ファビアン,小園,モンテロ,末包,坂倉,菊池,佐々木,床田
cl2025090901,巨人,広島,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,吉川,戸郷
cl2025090902,中日,ヤクルト,岡林,田中,上林,細川,ボスラー,福永,山本,石伊,松木平
cl2025090902,ヤクルト,中日,浜田,長岡,内山,村上,オスナ,北村恵,古賀,岩田,奥川
cl2025090903,ＤｅＮＡ,阪神,蝦名,桑原,筒香,オースティン,佐野,山本,林,京田,ケイ
cl2025090903,阪神,ＤｅＮＡ,近本,中野,森下,佐藤輝,大山,木浪,高寺,坂本,村上
cl2025091001,広島,巨人,中村奨,ファビアン,小園,モンテロ,末包,菊池,佐々木,会沢,大瀬良
cl2025091001,巨人,広島,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,吉川,森田
cl2025091002,中日,ヤクルト,岡林,田中,ブライト,細川,ボスラー,山本,チェイビス,石伊,金丸
cl2025091002,ヤクルト,中日,浜田,長岡,内山,村上,オスナ,北村恵,古賀,岩田,ランバート
cl2025091003,ＤｅＮＡ,阪神,蝦名,桑原,筒香,オースティン,佐野,山本,林,石上,東
cl2025091003,阪神,ＤｅＮＡ,近本,梅野,森下,佐藤輝,大山,熊谷,井坪,植田,伊藤将
cl2025091101,広島,巨人,中村奨,大盛,小園,ファビアン,坂倉,菊池,前川,佐々木,高
cl2025091101,巨人,広島,若林,キャベッジ,泉口,岡本,岸田,中山,リチャード,増田大,山崎
cl2025091102,中日,ヤクルト,岡林,田中,上林,細川,ボスラー,山本,チェイビス,石伊,涌井
cl2025091102,ヤクルト,中日,浜田,長岡,北村恵,村上,オスナ,太田,中村悠,岩田,吉村
cl2025091103,ＤｅＮＡ,阪神,蝦名,桑原,筒香,ビシエド,佐野,戸柱,加藤,林,石田裕
cl2025091103,阪神,ＤｅＮＡ,近本,中野,森下,佐藤輝,原口,高寺,木浪,坂本,大竹
cl2025091201,ＤｅＮＡ,ヤクルト,蝦名,度会,筒香,ビシエド,佐野,松尾,林,石上,ジャクソン
cl2025091201,ヤクルト,ＤｅＮＡ,浜田,長岡,北村恵,村上,オスナ,内山,古賀,岩田,高梨
cl2025091202,中日,広島,田中,山本,岡林,細川,上林,福永,ボスラー,石伊,柳
cl2025091202,広島,中日,中村奨,ファビアン,小園,モンテロ,坂倉,羽月,佐々木,大盛,森
cl2025091301,阪神,巨人,近本,中野,森下,佐藤輝,大山,小野寺,坂本,熊谷,高橋
cl2025091301,巨人,阪神,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,増田大,横川
cl2025091302,ＤｅＮＡ,ヤクルト,蝦名,桑原,佐野,オースティン,山本,加藤,石上,林,竹田
cl2025091302,ヤクルト,ＤｅＮＡ,浜田,長岡,北村恵,村上,オスナ,内山,古賀,岩田,山野
cl2025091303,中日,広島,岡林,田中,上林,細川,福永,ボスラー,山本,加藤匠,高橋宏
cl2025091303,広島,中日,中村奨,ファビアン,小園,モンテロ,坂倉,羽月,秋山,佐々木,常広
cl2025091401,巨人,ＤｅＮＡ,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,浦田,赤星
cl2025091401,ＤｅＮＡ,巨人,蝦名,桑原,筒香,オースティン,佐野,松尾,石上,林,藤浪
cl2025091402,中日,阪神,岡林,田中,上林,細川,福永,ボスラー,山本,石伊,大野
cl2025091402,阪神,中日,中野,熊谷,森下,佐藤輝,大山,小野寺,坂本,井坪,才木
cl2025091403,ヤクルト,広島,浜田,岩田,内山,村上,オスナ,北村恵,中村悠,伊藤,アビラ
cl2025091403,広島,ヤクルト,中村奨,ファビアン,小園,モンテロ,坂倉,秋山,菊池,佐々木,アドゥワ
cl2025091501,巨人,ＤｅＮＡ,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,浦田,田中将
cl2025091501,ＤｅＮＡ,巨人,蝦名,度会,筒香,オースティン,佐野,山本,石上,林,ケイ
cl2025091502,中日,阪神,岡林,田中,板山,細川,ボスラー,山本,上林,石伊,松葉
cl2025091502,阪神,中日,井坪,中野,森下,佐藤輝,大山,小野寺,坂本,熊谷,ネルソン
cl2025091503,ヤクルト,広島,浜田,岩田,内山,村上,オスナ,北村恵,中村悠,伊藤,青柳
cl2025091503,広島,ヤクルト,中村奨,羽月,小園,ファビアン,坂倉,秋山,矢野,前川,玉村
cl2025091701,巨人,ヤクルト,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,浦田,戸郷
cl2025091701,ヤクルト,巨人,浜田,長岡,内山,村上,オスナ,北村恵,古賀,岩田,奥川
cl2025091702,ＤｅＮＡ,中日,蝦名,桑原,筒香,オースティン,佐野,山本,石上,林,東
cl2025091702,中日,ＤｅＮＡ,大島,辻本,岡林,細川,福永,山本,ボスラー,石伊,金丸
cl2025091703,阪神,広島,近本,熊谷,森下,大山,木浪,中川,坂本,植田,村上
cl2025091703,広島,阪神,中村奨,ファビアン,小園,モンテロ,坂倉,秋山,菊池,佐々木,床田
cl2025091801,巨人,ヤクルト,丸,キャベッジ,泉口,岡本,岸田,中山,リチャード,浦田,森田
cl2025091801,ヤクルト,巨人,並木,長岡,内山,村上,オスナ,山田,中村悠,岩田,高橋
cl2025091802,ＤｅＮＡ,中日,蝦名,桑原,筒香,ビシエド,佐野,戸柱,石上,林,石田裕
cl2025091802,中日,ＤｅＮＡ,岡林,田中,上林,細川,ボスラー,福永,ロドリゲス,加藤匠,涌井
cl2025091806,阪神,広島,近本,中野,森下,大山,木浪,ヘルナンデス,中川,坂本,大竹
cl2025091806,広島,阪神,中村奨,ファビアン,小園,モンテロ,末包,菊池,佐々木,石原,高
